,AllAuthors,FirstName1stAuthor,Gender,Place,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
2940,"Jot, Jean-Marc; Warusfel, Olivier",,,Canada,1995,,A Real-Time Spatial Sound Processor for Music and Virtual Reality Applications,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,"Eckel, Gerhard; Iturbide, Manuel Rocha",,,Canada,1995,,"The Development of GiST, a Granular Synthesis Toolkit Based on an Extension of the FOF Generator",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,"Freed, Adrian",,,Canada,1995,,Bring Your Own Control to Additive Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,"Polansky, Larry; Erbe, Tom",,,Canada,1995,,Spectral Mutation in Soundhack: A Brief Description,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,"Berkley, Stephen William",,,Canada,1995,,QUICKMQ: A Software Tool for the Modification of Time-Varying Spectrum Analysis Files,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,"Todoroff, Todor",,,Canada,1995,,Real-Time Granular Morphing and Spatialisation of Sounds with Gestual Control within MAX/FTS,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,"Van Duyne, Scott A.; Smith, Julius O.",,,Canada,1995,,Developments for the Commuted Piano,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"Välimäki, Vesa; Laakso, Timo I.; MacKenzie, Jonathan",,,Canada,1995,,Elimination of Transients in Time-Varying Allpass Fractional Delay Filteres with Applications to Digital Waveguide Modeling,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,"Smith, Julius O.; Van Duyne, Scott A.",,,Canada,1995,,Commuted Piano Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,"Jaffe, David A.; Smith, Julius O.",,,Canada,1995,,Performance Expression in Commuted Waveguide Synthesis of Bowed Strings,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,"Biles, John A.; Eign, William G.",,,Canada,1995,,GenJam Populi: Training an IGA via Audience-Mediated Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,"Gogins, Michael",,,Canada,1995,,Gabor Synthesis of Recurrent Iterated Function Systems,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,"Kaper, Hans; Ralley, David; Restrepo, Juan; Tipei, Sever",,,Canada,1995,,Additive Synthesis with DIASS_M4C on Argonne National Laboratory’s IBM POWERparallel System (SP),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,"Lunell, Hans",,,Canada,1995,,An Extendible Tool for CAC,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,"Goodwin, Michael; Kogon, Alex",,,Canada,1995,,Overlap-Add Synthesis of NonStationary Sinusoids,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,"Katrami, Anna I.; Ingall, Tom",,,Canada,1995,,A Multimedia Environment for Computer Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,"Caussé, Réné; Dérogis, Philippe",,,Canada,1995,,"Radiation of Musical Instruments and Improvement of the Sound Diffusion Techniques for Synthesized, Recorded, or Amplified Sounds (Revisited)",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,"Hashimoto, Shuji; Chang, Dingding",,,Canada,1995,,Music Generation from Moving Image,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,"Hajdu, Georg",,,Canada,1995,,Circularity in Neural Computation and its Application to Musical Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,"Anderson, Tim; Kirk, Ross",,,Canada,1995,,Customisable Frameworks for Compositional Activity,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,"Nagashima, Yoichi; Katayose, Haruhiro; Inokuchi, Seiji",,,Canada,1995,,"A Compositional Environment with Intersection and Interaction between Musical Model and Graphical Model: ""Listen to the Graphics, Watch the Music""",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,"Taylor, Ian J.; Schultz, Bernard F.",,,Canada,1995,,The GRID Musical-Signal Processing System,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,"Bargar, Robin; Holloway, Bryan; Rodet, Xavier; Hartman, Chris",,,Canada,1995,,Defining Spectral Surfaces,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,"Taube, Heinrich; Kunze, Tobias",,,Canada,1995,,Capella: A Graphical Interface for Algorithmic Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,"Polfreman, Richard; Sapsford-Francis, John",,,Canada,1995,,A Human Factors Approach to Computer Music Systems User-Interface Design,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,"Choi, Insook; Bargar, Robin; Goudeseune, Camille",,,Canada,1995,,A Manifold Interface for a High Dimensional Control Space,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,"Desain, Peter; Honing, Henkjan",,,Canada,1995,,Towards Algorithmic Descriptions of Continuous Modulations of Musical Parameters,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,"Wöhrmann, Rolf; Solbach, Ludger",,,Canada,1995,,Preprocessing for the Automated Transcription of Polyphonic Music: Linking Wavelet Theory and Auditory Filtering,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,"Mackenzie, Jonathan P.; Kale, Izzet; Cain, Gerald",,,Canada,1995,,Applying Balanced Model Truncation to Sound Analysis/Synthesis Models,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,"Sasahira, Yoshinari; Hashimoto, Shuji",,,Canada,1995,,Voice Pitch Changing by Linear Predictive Coding Method to Keep the Singer’s Personal Timbre,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,"Osaka, Naotoshi",,,Canada,1995,,Timbre Interpolation of Sounds Using a Sinusoidal Model,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,"Roberts, Simon C.; Greenhough, Michael",,,Canada,1995,,Rhythmic Pattern Processing Using a Self-Organising Neural Network,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,"Ohya, Ken’Ichi",,,Canada,1995,,A Sound Synthesis by Recurrent Neural Network,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,"Röbel, Axel",,,Canada,1995,,Neural Networks for Modeling Time Series of Musical Instruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,"Shuttleworth, Tim; Wilson, Roland",,,Canada,1995,,A Neural Network for Triad Classification,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,"Taylor, Ian J.; Greenhough, Mike",,,Canada,1995,,Neural Network Pitch Tracking Over the Pitch Continuum,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,"Irwin, Linda; Alcorn, Michael",,,Canada,1995,,CSound Tutorial,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,"Moller, Matthew; Zicarelli, David",,,Canada,1995,,The Distributed Real-Time Groove Network: A System for Real-Time Musical Collaboration on the Internet,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,"Leach, Jeremy L.; Fitch, John P.",,,Canada,1995,,The Application of Differential Equations to the Modeling of Musical Change,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,"Gang, Dan; Lehmann, Daniel",,,Canada,1995,,An Artificial Neural Net for Harmonizing Melodies,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,"Ross, Brian J.",,,Canada,1995,,A Process Algebra for Stochastic Music Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,"Jacob, Bruce L.",,,Canada,1995,,Composing with Genetic Algorithms,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,"Dobrian, Christopher",,,Canada,1995,,Algorithmic Generation of Temporal Forms: Hierarchical Organization of Stasis and Transition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,"Dubnov, Shlomo; Tishby, naftali",,,Canada,1995,,Clustering Musical Sounds Using Polyspectral Distance Measures,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,"Fischman, Rajmil",,,Canada,1995,,A Systematic Approach to the Analysis of Music for Tape,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,"Langmead, Christopher James",,,Canada,1995,,"Sound Analysis, Comparison and Modification Based on Perceptual Model of Timbre",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,"Oppenheim, Daniel V.",,,Canada,1995,,Demonstrating MMorph: A System for Morphing Music in Real-Time,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,"Kendall, Gary S.; Chu, Lonny",,,Canada,1995,,The Sound of Fruits and Vegetables: Scientific Visualization with Auditory Tokens,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,"Horner, Andrew; Ayers, Lydia",,,Canada,1995,,Harmonization of Musical Progressions with Genetic Algorithms,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,"Brandorff, Steffen; Caprani, Ole; Møller-Nielson, Peter; Lave, Morton",,,Canada,1995,,Felix-The DIEM Multiple DSP Box - Still in Progress,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,"Matsushima, Toshiaki; Nagasawa, Rie",,,Canada,1995,,Multimedia System for Shakuhachi Tablature,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,"Manzara, Leonard",,,Canada,1995,,Accurate Computer Simulation of Acoustic space,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,"Bromwich, Mark A.",,,Canada,1995,,A Single Performer Controlled Interface for Electronic Dance/Music Theatre,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,"Itagaki, Takebumi; Manning, Peter D.; Purvis, Alan",,,Canada,1995,,An Implementation of Real-time Granular Synthesis on a Multi-Processor Network,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,"Bell, Malcolm E.",,,Canada,1995,,"A MAX Counterpoint Generator for Simulating Stylistic Traits of Stravinsky, Bartok, and other Composers",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,"Neuhaus, Thomas",,,Canada,1995,,PPP - A Framework or Algorithmic Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,"Kirk, Ross; Whittington, Paul; Hunt, Andy; Orton, Richard",,,Canada,1995,,Graphical Control of Unit Generator Processes on the MIDAS System: A Digital VCS-3 Demonstrator,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,"Ralley, David",,,Canada,1995,,Genetic Algorithms as a Tool for Melodic Development,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,"Lassfolk, Kai",,,Canada,1995,,Sound Processing Kit,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,"Katayose, Haruhiro; Inokuchi, Seiji",,,Canada,1995,,A Model of Pattern Processing for Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,"Eldénius, Magnus",,,Canada,1995,,Fractal Structures and Formalized Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,"Karjalainen, Matti; Välimäki, Vesa; Hernoux, Bertrand; Huopaniemi, Jyri",,,Canada,1995,,Explorations of Wind Instruments Using Digital Signal Processing and Physical Modeling Techniques,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,"Stilson, Tim",,,Canada,1995,,Forward-Going Wave Extraction in Acoustic Tubes,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,"Scavone, Gary P.",,,Canada,1995,,Digital Waveguide Modeling of the Non-Linear Excitation of Single-Reed Woodwind Instruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,"Cook, Perry R.",,,Canada,1995,,Integration of Physical Modeling for Synthesis and Animation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,"Tobey, Forrest",,,Canada,1995,,The Ensemble Member and the Conducted Computer,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,"Cadoz, Claude; Florens, Jean-Loup; Luciani, Annie",,,Canada,1995,,"Musical Sounds, Animated Images with CORDIS-ANIMA and its Multimodal Interfaces",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,"Mazzola, Guerino",,,Canada,1995,,Inverse Performance Theory,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,"Hudak, Paul; Berger, Jonathan",,,Canada,1995,,"A Model Performance, Interaction and Improvisation",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,"Letz, Stéphane; Orlarey, Yann; Fober, Dominique",,,Canada,1995,,Real Time Functional Languages,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,"McCartney, Andra",,,Canada,1995,,"Whose Playground, Which Games and What Rules?: Women Composers in the Digital Playground",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,"Scott, Cleve L.",,,Canada,1995,,Music Engineering Technology: An Undergraduate Curriculum,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,"Harley, James; Couroux, Marc",,,Canada,1995,,The Residents: Musical Deconstruction of Popular Culture,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,"Richard, Dominique M.",,,Canada,1995,,Computer Music and the Pre(Anti(Post(Non(Modern)))),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,"Vertegaal, Roel",,,Canada,1995,,The Standard Instrument Space Libraries: Demonstrating the Power of ISEE,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,"Kendall, Gary S.; Moller, Mathew D.",,,Canada,1995,,Spatial Sound Effects in a Software Effects Processor,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,"Pearson, Mark; Howard, David M.",,,Canada,1995,,A Musicians Approach to Physical Modeling,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,"Atkins, Martin; Endrich, Tom",,,Canada,1995,,The CDP Composing Environment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,"Iazzetta, Fernando",,,Canada,1995,,A Semiotic Approach to Music Interaction,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,"Vantomme, Jason D.",,,Canada,1995,,An Introduction of Musical Structure Using Correlation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,"Foster, Campbell D.",,,Canada,1995,,A Consonance Dissonance Algorithm for Intervals,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,"Chadabe, Joel",,,Canada,1995,,Interactive Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,"Tait, Crawford",,,Canada,1995,,Audio Analysis for Rhythmic Structure,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,"Hölderich, Robert R.",,,Canada,1995,,An Accurate Signal Representation for Sound Resynthesis Utilizing a Time-Frequency Mapping of the DFT-Magnitude,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,"Kirk, Ross; Hunt, Andy; Orton, Richard",,,Canada,1995,,Audio-Visual Instruments in Live Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,"Noll, Thomas",,,Canada,1995,,Fractal Depth Structure of Tonal Harmony,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,"Matsuda, Shu; Rai, Takayuki",,,Canada,1995,,A Visual-to-Sound Interactive Computer Performance System ’Edge’,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,"Puckette, Miller",,,Denmark,1994,,Is There Life After MIDI?,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,"Tipei, Sever",,,Denmark,1994,,MPI Revisited: Aga Matter for Piano and Tape,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,"Uno, Yayoi; Hubscher, Roland",,,Denmark,1994,,Temporal-Gestalt Segmentation Extensions for Compound Monophonic and Simple Polyphonic Musical Contexts Applied to Works by Boulez Cage Xenakis Ligeti,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,"Cadoz, Claude; Lucianni, Annie; Florens, Jean-Loup",,,Denmark,1994,,"Physical Models for Music and Animated Image: The Use of CORDIS-ANIMA in ""ESQUISSES"" a Music Film by ACROE",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,"Chambers, Evan K.",,,Denmark,1994,,The Computer Music World View: Sketch of an Ethnomusicalogical and Aesthetic Approach,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,"Young, John",,,Denmark,1994,,The Extended Environment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,"Pressing, Jeff",,,Denmark,1994,,"Novelty, Progress and Research Method in Computer Music Composition",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,"Emmerson, Simon",,,Denmark,1994,,'Local/field': towards a typology of live electroacoustic music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,"Griffith, Niall",,,Denmark,1994,,Modelling the Influence of Pitch Duration on the Induction of Tonality from Pitch-Use,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,"Quesnel, René",,,Denmark,1994,,Computer-Assisted Training of Timbre Perception Skills,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,"Cosi, Piero; De Poli, Giovanni; Prandoni, Paolo",,,Denmark,1994,,Timbre Characterization with Mel-Cepstrum and Neural Nets,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,"Chomyszyn, Jan",,,Denmark,1994,,Loudness of musical sounds in a reverberant environment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,"Moreno, Enrique",,,Denmark,1994,,A Visual Model for Embedded Chroma Spaces: Theory and Software Applications,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,"Agon, Carlos; Assayag, Gérard; Fineberg, Joshua; Rueda, Camilo",,,Denmark,1994,,Kant: a Critique of Pure Quantification,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,"Rowe, Robert; Li, Tang-Chun",,,Denmark,1994,,Pattern Processing in Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,"Grubb, Lorin; Dannenberg, Roger B.",,,Denmark,1994,,Automating Ensemble Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,"Inoue, Wataru; Hashimoto, Shuji; Ohteru, Sadamu",,,Denmark,1994,,Adaptive Karaoke System: Human Singing Accompaniment Based on Speech Recognition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,"Desain, Peter; Honing, Henkjan",,,Denmark,1994,,Foot-tapping: a brief intoduction to beat induction,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,"Desain, Peter; Honing, Henkjan",,,Denmark,1994,,Rulebased models of initial beat induction and an analysis of their behavior,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,"Parncutt, Richard",,,Denmark,1994,,A Model of Beat Induction Accounting for Perceptual Ambiguity by Continuously Variable Parameters,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,"Rosenthal, David; Goto, Masataka; Muraoka, Yoichi",,,Denmark,1994,,Rhythm Tracking Using Multiple Hypotheses,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,"Todd, Neil P. McAngus; Lee, Chris",,,Denmark,1994,,An Auditory-Motor Model of Beat Induction,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,"Large, Edward W.",,,Denmark,1994,,The Resonant Dynamics of Beat Tracking and Meter Pereception,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,"Desain, Peter; Honing, Henkjan",,,Denmark,1994,,"Advanced issues in beat induction modeling: syncopation, tempo and timing",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,"Widmer, Gerhard",,,Denmark,1994,,Learning Expression at Multiple Structural Levels,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,"Mazzola, Guerino; Zahorka, Oliver",,,Denmark,1994,,The RUBATO Performance Workstation on NeXTSTEP,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,"Bresin, Roberto; de Poli, Giovanni; U Battel, Giovanni; Vidolin, Alvise",,,Denmark,1994,,Neural Networks vs. Rules System: Evaluation of Test of Automatic Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,"Taylor, Ian; Greenhough, Mike",,,Denmark,1994,,Evaluations of Artificial-Neural-Network Types for the Determination of Pitch,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,"Feulner, Johannes; Hörnel, Dominik",,,Denmark,1994,,Melonet: Neural Networks that Learn Harmony-Based Melodic Variations,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,"Roberts, Simon; Greenhough, Mike",,,Denmark,1994,,The Detection of Rhythmic Repetition Using a Self-Organising Neural Network,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,"Ohya, Ken-ichi",,,Denmark,1994,,A Rhythm Perception Model by Neural Rhythm Generators,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,"Biles, John",,,Denmark,1994,,GenJam: A Genetic Algorithm for Generating Jazz Solos,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,"Fujinaga, Ichiro; Vantomme, Jason",,,Denmark,1994,,Genetic Algorithms as a Method for Granular Synthesis Regulation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,"Horowitz, Damon",,,Denmark,1994,,Generating Rhythms with Genetic Algorithms,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
