Gender,Place,Year,NumberOfAuthors,Conference,Gender2,Gender3,Gender4,Gender5,Gender6,Gender7,Gender8,Gender9,Gender10,Gender11,Gender12,Gender13,Gender14,Gender15,Gender16,Gender17
male,Greece,2014,4,SMC,male,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,6,SMC,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,6,SMC,male,female,male,male,male,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,9,SMC,male,male,female,female,female,male,male,male,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,6,SMC,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,None,None,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,6,SMC,male,female,male,male,male,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Ireland,2015,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,male,None,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,5,SMC,male,female,male,female,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,8,SMC,male,male,male,male,male,female,female,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
female,Ireland,2015,6,SMC,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null
None,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,male,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,female,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,female,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,male,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,5,SMC,male,male,female,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Ireland,2015,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Ireland,2015,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
None,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Ireland,2015,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,4,SMC,None,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,9,SMC,male,male,male,male,male,male,female,male,null,null,null,null,null,null,null,null
male,Germany,2016,4,SMC,male,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,7,SMC,male,female,male,male,male,male,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,5,SMC,male,male,male,female,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,6,SMC,male,male,female,female,female,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
female,Germany,2016,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,9,SMC,male,male,male,male,None,male,male,female,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,4,SMC,female,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,8,SMC,male,female,male,male,male,male,male,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,9,SMC,male,male,female,male,male,male,female,male,null,null,null,null,null,null,null,null
male,Germany,2016,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,5,SMC,male,male,male,female,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Germany,2016,3,SMC,female,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Germany,2016,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,None,None,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Germany,2016,9,SMC,None,None,None,female,male,male,male,male,null,null,null,null,null,null,null,null
