,AllAuthors,FirstName1stAuthor,Gender,Place,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
91,Joseph Tilbian; Andres Cabrera,Joseph,male,Netherlands,2016,2,471 Stride: A Declarative and Reactive Language for Sound Synthesis and Beyond,ICMC,Andres,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,
92,Pierre Donat-Bouillud; Jean-Louis Giavitto; Arshia Cont; Nicolas Schmidt; Yann Orlarey,Pierre,male,Netherlands,2016,5,478 Embedding native audio-processing in a score following system with almost sample accuracy,ICMC,Jean-Louis,male,Arshia,female,Nicolas,male,Yann,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,0.6,1.0,0.98,,,,,,,,,,,,
93,Kyungho Lee; Michael J. Junokas; Guy E. Garnett,Kyungho,None,Netherlands,2016,3,485 A Literature Review of Interactive Conducting Systems: 1970-2015,ICMC,Michael,male,Guy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,1.0,,,,,,,,,,,,,,
94,Roger B. Dannenberg; Zhang Chi,Roger,male,Netherlands,2016,2,492 O2: Rethinking Open Sound Control,ICMC,Zhang,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.54,,,,,,,,,,,,,,,
95,Ivica Ico Bukvic,Ivica,male,Netherlands,2016,1,496 Introducing D4: An Interactive 3D Audio Rapid Prototyping and Transportable Rendering Environment Using High Density Loudspeaker Arrays,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,
96,Akinori Ito; Kengo Watanabe; Genki Kuroda; Ken’ichiro Ito,Akinori,male,Netherlands,2016,4,501 Improvements of iSuperColliderKit and its Applications,ICMC,Kengo,male,Genki,None,Ken’ichiro,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,None,None,,,,,,,,,,,,,
97,Christopher Coleman,Christopher,male,Netherlands,2016,1,505 The Sky’s the Limit: Composition with Massive Replication and Time-shifting,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
98,David Su,David,male,Netherlands,2016,1,510 SCATLAVA: Software for Computer-Assisted Transcription Learning through Algorithmic Variation and Analysis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
99,Diemo Schwarz; Guillaume Lemaitre; Mitsuko Aramaki; Richard Kronland-Martinet,Diemo,None,Netherlands,2016,4,514 Effects of Test Duration in Subjective Listening Tests,ICMC,Guillaume,male,Mitsuko,female,Richard,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,1.0,1.0,,,,,,,,,,,,,
100,Alex Chechile,Alex,male,Netherlands,2016,1,519 The Ear Tone Toolbox for Auditory Distortion Product Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,
101,Chad McKell,Chad,male,Netherlands,2016,1,524 Sonification of Optically-Ordered Brownian Motion,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
102,Daren Pickles; Adam Collis,Daren,male,Netherlands,2016,2,529 Cybernetic Principles and Sonic Ecosystems,ICMC,Adam,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.0,,,,,,,,,,,,,,,
103,Christoph Hohnerlein; Maximilian Rest; Julius O. Smith ,Christoph,male,Netherlands,2016,3,533 Continuous Order Polygonal Waveform Synthesis,ICMC,Maximilian,male,Julius,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
104,Christopher Jette; Nathan Krueger,Christopher,male,Netherlands,2016,2,537 Textual and Sonic Feedback Loops: Simultaneous conversations as a collaborative process,ICMC,Nathan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
105,Lindsay Vickery;  Stuart James,Lindsay,female,Netherlands,2016,2,541 Tectonic: a networked; generative and interactive; conducting environment for iPad,ICMC,Stuart,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.99,,,,,,,,,,,,,,,
106,Luwei Yang; Khalid Z. Rajab; Elaine Chew,Luwei,None,Netherlands,2016,3,547 AVA: A Graphical User Interface For Automatic Vibrato and Portamento Detection and  Analysis,ICMC,Khalid,male,Elaine,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.99,1.0,,,,,,,,,,,,,,
107,Alo Allik,Alo,female,Netherlands,2016,1,551 Spectrorhythmic evolutions: towards semantically enhanced algorave systems,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,
108,Byron Jacobs,Byron,male,Netherlands,2016,1,557 A Differential Equation Based Approach Sound Synthesis and Sequencing,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
109,Li Rongfeng; Zhang Xinyun; Bi Minghui,Li,female,Netherlands,2016,3,562 Music Poet:A Performance-Driven Composing System,ICMC,Zhang,male,Bi,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.54,0.86,,,,,,,,,,,,,,
110,Alexandra Kurepa; Rodney Waschka,Alexandra,female,Netherlands,2016,2,568 Multiple Single-Dimension Mappings of the Henon Attractor as a Compositional Algorithm,ICMC,Rodney,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
111,Artemi - Maria Gioti,Artemi,None,Netherlands,2016,1,572 From live to interactive electronics. Symbiosis: a study on sonic human-computer synergy.,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,
112,Todd Harrop; Nora-Louise Muller,Todd,male,Netherlands,2016,2,597 Composing in Bohlen-Pierce and Carlos alpha scales for solo clarinet,ICMC,Nora-Louise,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,None,,,,,,,,,,,,,,,
113,Anil Çamci; Paul Murray; Angus G. Forbes,Anil,male,Netherlands,2016,3,579 A Web-based System for Designing Interactive Virtual Soundscapes,ICMC,Paul,male,Angus,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,0.96,,,,,,,,,,,,,,
114,Juan Li lijuan; Yinrui Wang Xi’an Jiaotong; Xinyu Yang,Juan,male,Netherlands,2016,3,General Characteristics Analysis of Chinese Folk Songs based on Layered Stabilities Detection(LSD) Audio Segmentation Algorithm,ICMC,Yinrui,None,Xinyu,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,None,1.0,,,,,,,,,,,,,,
115,Andreas Henrici; Martin Neukom,Andreas,male,Netherlands,2016,2,Synchronization of van der Pol Oscillators with Delayed Coupling,ICMC,Martin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
116,Christopher Keyes; Christopher Coleman; Vanissa Law Wing Lun,Christopher,male,Netherlands,2016,3,Design Considerations of HKBU’s Laboratory for Immersive Arts and Technology: a Studio Report,ICMC,Christopher,male,Vanissa,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,None,,,,,,,,,,,,,,
117,"Neuman, Israel",Israel,male,USA,2015,1,SIG~: Performance Interface for Schaefferian Sound-Object Improvisation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
118,"Musick, Michael; Forsyth, Jonathan P.; Bittner, Rachel",Michael,male,USA,2015,3,Building a Harmonically Ecosystemic Machine: Combining Sonic Ecosystems with Models of Contemporary Harmonic Language,ICMC,Jonathan,male,Rachel,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
119,"Einarsson, Anna; Friberg, Anders",Anna,female,USA,2015,2,Using Singing Voice Vibrato as a Control Parameter in a Chamber Opera,ICMC,Anders,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
120,"Variego, Jorge",Jorge,male,USA,2015,1,Architecture in Motion: a Model for Music Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
121,"Dannenberg, Roger B.; Stiles, Jesse; Li, Yuezhang; Zhang, Qiao",Roger,male,USA,2015,4,An Online Interactive Course on Computer Music,ICMC,Jesse,male,Yuezhang,None,Qiao,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.93,None,0.67,,,,,,,,,,,,,
122,"Dudas, Richard",Richard,male,USA,2015,1,Another Take on Renovating Dated Technology for Concert Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
123,"Rudi, Jøran",Jøran,male,USA,2015,1,The Just Intonation Automat – a Musically Adaptive Interface,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
124,"Krupowicz, Stanisław",Stanisław,male,USA,2015,1,Witold Lutosławski – An Algorithmic Music Composer?,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
125,"Roberts, Charles; Wright, Matthew; Kuchera-Morin, JoAnn",Charles,male,USA,2015,3,Music Programming in Gibber,ICMC,Matthew,male,JoAnn,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,,,,,,,,,,,,,,
126,"MacCallum, John; Gottfried, Rama; Rostovtsev, Ilya; Bresson, Jean; Freed, Adrian",John,male,USA,2015,5,Dynamic Message-Oriented Middleware with Open Sound Control and Odot,ICMC,Rama,male,Ilya,male,Jean,female,Adrian,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.61,0.98,0.53,0.97,,,,,,,,,,,,
127,"Juchs, Sébastien; Hanna, Pierre; Robine, Matthias; Desainte-Catherine, Myriam",Sébastien,male,USA,2015,4,Rhythmic Similarity Based on a Descriptor Balancing between Meter and Tempo,ICMC,Pierre,male,Matthias,male,Myriam,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,1.0,,,,,,,,,,,,,
128,"O'Brien, Cian; Lerch, Alexander",Cian,male,USA,2015,2,Genre-specific Key Profiles,ICMC,Alexander,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
129,"Cadiz, Rodrigo F.; de la Cuadra, Patricio; Montoya, Aarón; Marín, Veronica; E. Andia, Marcelo; Tejos, Cristian; Irarrazaval, Pablo",Rodrigo,male,USA,2015,7,Sonification of Medical Images Based on Statistical Descriptors,ICMC,Patricio,male,Aarón,male,Veronica,female,Marcelo,male,Cristian,male,Pablo,male,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,0.99,1.0,0.99,1.0,,,,,,,,,,
130,"Surges, Greg; Smyth, Tamara; Puckette, Miller",Greg,male,USA,2015,3,Generative Feedback Networks Using Time-Varying Allpass Filters,ICMC,Tamara,female,Miller,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.84,,,,,,,,,,,,,,
131,"Freire, Sérgio",Sérgio,male,USA,2015,1,"Audio Processing by Means of FM Synthesis Parameters: Fundamentals, Real-Time Implementation, and Preliminary Compositional Applications",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
132,"Medine, David",David,male,USA,2015,1,Unsampled Digital Synthesis: Computing the Output of Implicit and Non-Linear Systems,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
133,"Kretz, Johannes",Johannes,male,USA,2015,1,Morphing Sound in Real Time through the Timbre Tunnel,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
134,"Battey, Bret; Giannoukakis, Marinos; Picinali, Lorenzo",Bret,male,USA,2015,3,Haptic Control of Multistate Generative Music Systems,ICMC,Marinos,male,Lorenzo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,1.0,,,,,,,,,,,,,,
135,"Tits, Mickaël; Tilmanne, Joëlle; d’Alessandro, Nicolas; Wanderley, Marcelo M.",Mickaël,male,USA,2015,4,Feature Extraction and Expertise Analysis of Pianists’ Motion-Captured Finger Gestures,ICMC,Joëlle,female,Nicolas,male,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
136,"Law, Vanissa; Paine, Garth",Vanissa,None,USA,2015,2,Audio Collage as an Instrument for Musical Expression: Combining Freehand and Tangible Controllers,ICMC,Garth,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,,,,,,,,,,,,,,,
137,"Brown, Courtney; Paine, Garth",Courtney,female,USA,2015,2,Towards an Interactive Argentine Tango Milonga,ICMC,Garth,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.0,,,,,,,,,,,,,,,
138,"Bertrand, Thibault; Kaczmarek, Konrad; Wilen, Larry",Thibault,male,USA,2015,3,Musical Acoustics & Instrument Design: When Engineering Meets Music,ICMC,Konrad,male,Larry,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.0,1.0,,,,,,,,,,,,,,
139,"Çamcı,  Anıl; Özcan, Zeynep; Pehlevan, Damla",Anıl,male,USA,2015,3,Interactive Virtual Soundscapes: A Research Report,ICMC,Zeynep,female,Damla,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,1.0,0.95,,,,,,,,,,,,,,
140,"Hamilton, Rob",Rob,male,USA,2015,1,"Measuring the Effectiveness of Sonified Crossmodal Attribute Pairings Using Contour Matching, Symmetry and Perceived Similarity",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
141,"González, Marie; de la Cuadra, Patricio; F. Cadiz, Rodrigo",Marie,female,USA,2015,3,Fuzzy Equalization of Musical Genres,ICMC,Patricio,male,Rodrigo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,1.0,,,,,,,,,,,,,,
142,"Chau, Chuck-jee; Wu, Bin; Horner, Andrew",Chuck-jee,None,USA,2015,3,The Effects of Early-Release on Emotion Characteristics and Timbre in Non-Sustaining Musical Instrument Tones,ICMC,Bin,male,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.89,1.0,,,,,,,,,,,,,,
143,"Shafer, Seth",Seth,male,USA,2015,1,VizScore: An On-Screen Notation Delivery System for Live Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
144,"Geers, Douglas; R. Nelson, Nicholas; Wierenga, Red",Douglas,male,USA,2015,3,Brooklyn College Center for Computer Music,ICMC,Nicholas,male,Red,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.67,,,,,,,,,,,,,,
145,"You, Jaesong; Telichan, Andrew; Musick, Michael; Hong Park, Tae",Jaesong,None,USA,2015,4,Studio Report 2015: New York University (NYU) Music Technology Program,ICMC,Andrew,male,Michael,male,Tae,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,1.0,0.57,,,,,,,,,,,,,
146,"Ballora, Mark",Mark,male,USA,2015,1,Studio Report: Music Technology at the Pennsylvania State University,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
147,"Wright,  Geoffrey; Boyle,  McGregor; Armenta, Joshua; Woodward, Ryan; Xia, Sunhuimei",Geoffrey,male,USA,2015,5,Peabody Computer Music: 46 Years of Looking to the Future,ICMC,McGregor,None,Joshua,male,Ryan,male,Sunhuimei,None,,,,,,,,,,,,,,,,,,,,,,,,,1.0,None,0.99,0.99,None,,,,,,,,,,,,
148,"Paine, Garth; Moon, Barry",Garth,male,USA,2015,2,Studio Report: Arizona State University,ICMC,Barry,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.98,,,,,,,,,,,,,,,
149,"Kuivila, Ron; Matthusen, Paula",Ron,male,USA,2015,2,Wesleyan University Electronic Music Studios Report,ICMC,Paula,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,,,,,,,,,,,,,,,
150,"Blokkum Flø, Asbjørn; Wilmers, Hans",Asbjørn,male,USA,2015,2,The Intrinsic Value of Timbre in Doppelganger,ICMC,Hans,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,,,,,,,,,,,,,,,
151,"Soria-Luz, Rosalia",Rosalia,female,USA,2015,1,State Space Models: Virtual World for Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
152,"Hsu, Jennifer; Smyth, Tamara",Jennifer,female,USA,2015,2,Specifying Sounding Frequency of a Voice Model during Live Interactive Saxophone Performance,ICMC,Tamara,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
153,"Mooore, Adrian",Adrian,male,USA,2015,1,Cross-Modality in Multi-Channel Acousmatic Music: The Physical and Virtual in Music Where There Is Nothing to See,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,
154,"Nyström, Erik",Erik,male,USA,2015,1,Low-Level Topology of Spatial Texture,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
155,"You, Jaeseong; Telichan, Andrew; Hong Park, Tae",Jaeseong,None,USA,2015,3,Developing a Socio-Historical Model for Electro-Acoustic Music Analysis: The Challenge from an Adornian Perspective,ICMC,Andrew,male,Tae,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,0.57,,,,,,,,,,,,,,
156,"Lee, Kyungho; J. Junokas, Michael; Amanzadeh, Mohammad; E. Garnett, Guy",Kyungho,None,USA,2015,4,Exploratory Analysis on Expressions in Two Different 4/4 Beat Patterns,ICMC,Michael,male,Mohammad,male,Guy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,1.0,1.0,,,,,,,,,,,,,
157,"Long, Jason; Bailey, Josh; McVay, James; Carnegie, Dale A.; Kapur, Ajay",Jason,male,USA,2015,5,Improving the Musical Expressiveness of Tesla Coils with Software,ICMC,Josh,male,James,male,Dale,male,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,0.91,0.99,,,,,,,,,,,,
158,"Hua, Willian; Salgian, Andrea",Willian,male,USA,2015,2,Automatic Transcription of Japanese Taiko Drumming Using the Microsoft Kinect,ICMC,Andrea,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.79,,,,,,,,,,,,,,,
159,"Wu, Dekai; Addanki, Karteek",Dekai,None,USA,2015,2,Neural Versus Symbolic Rap Battle Bots,ICMC,Karteek,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,,,,,,,,,,,,,,,
160,"Ballora, Mark",Mark,male,USA,2015,1,Piece Description: Growth of the Universe (in log time),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
161,"Madgwick, Sebastian; Mitchell, Thomas; Barreto, Carlos; Freed, Adrian",Sebastian,male,USA,2015,4,Simple Synchronisation for Open Sound Control,ICMC,Thomas,male,Carlos,male,Adrian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.97,,,,,,,,,,,,,
162,"Deusany de Carvalho Junior, Antonio; Queiroz, Marcelo; Essl, Georg",Antonio,male,USA,2015,3,Computer Music through the Cloud: Evaluating a Cloud Service for Collaborative Computer Music Applications,ICMC,Marcelo,male,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
163,"Ito, Akinori; Watanabe, Kengo; Kuroda, Genki; Ito, Ken’ichiro",Akinori,male,USA,2015,4,iSuperColliderKit: A Toolkit for iOS Using an Internal SuperCollider Server as a Sound Engine,ICMC,Kengo,male,Genki,None,Ken’ichiro,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,None,None,,,,,,,,,,,,,
164,"Anderson, Hans; Wah Edward Lin, Kin; So, Clifford; Lui, Simon",Hans,male,USA,2015,4,Flatter Frequency Response from Feedback Delay Network Reverbs,ICMC,Kin,male,Clifford,male,Simon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.8,1.0,0.99,,,,,,,,,,,,,
165,"Walker, Timothy M.",Timothy,male,USA,2015,1,Hierarchical Genomes in a Genetic Algorithm for Control of a Guitar Synthesizer,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
166,"McGee, Ryan",Ryan,male,USA,2015,1,Spatial Modulation Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
167,"Solomon, Michael; Liska, Urs; Bača, Trevor",Michael,male,USA,2015,3,Initial Survey Results from The LilyPond Consortium,ICMC,Urs,male,Trevor,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
168,"Ahn, Jae hyun; Dudas, Richard",Jae,male,USA,2015,2,Physical Modeling Synthesis of the Stone Chime Instrument “Pyeongyeong”,ICMC,Richard,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,1.0,,,,,,,,,,,,,,,
169,"Thibault, Dominic",Dominic,male,USA,2015,1,"fXfD, A Digital Approach to the No-Input Practice",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,
170,"Erbe, Tom",Tom,male,USA,2015,1,Building the Erbe-Verb: Extending the Feedback Delay Network Reverb for Modular Synthesizer Use,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
171,"Sullivan, John",John,male,USA,2015,1,Noisebox: Design and Prototype of a New Digital Musical Instrument,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
172,"Carpentier, Thibaut; Noisternig, Markus; Warusfel, Olivier",Thibaut,male,USA,2015,3,"Twenty Years of Ircam Spat: Looking Back, Looking Forward",ICMC,Markus,male,Olivier,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,0.99,,,,,,,,,,,,,,
173,"James, Stuart",Stuart,male,USA,2015,1,Spectromorphology and Spatiomorphology of Sound Shapes: Audio-Rate AEP and DBAP Panning of Spectra,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
174,"Tae Hoon, Lee; Reddy Vuyyuru, Manish; Kumar, Ananda T.; Lui, Simon",Lee,male,USA,2015,4,Binaural Navigation for the Visually Impaired with a Smartphone,ICMC,Manish,male,Ananda,female,Simon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.0,0.76,0.99,,,,,,,,,,,,,
175,"Forsyth, Jonathan P.; Bittner, Rachel M.; Musick, Michael; Bello, Juan P.",Jonathan,male,USA,2015,4,Improving and Adapting Finite State Transducer Methods for Musical Accompaniment,ICMC,Rachel,female,Michael,male,Juan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.99,,,,,,,,,,,,,
176,"Nakamura, Eita; Sagayama, Shigeki",Eita,female,USA,2015,2,Automatic Piano Reduction from Ensemble Scores Based on Merged-Output Hidden Markov Model,ICMC,Shigeki,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
177,"Quick, Donya",Donya,female,USA,2015,1,Composing with Kulitta,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
178,"Otondo, Felipe; Torres, Rodrigo",Felipe,male,USA,2015,2,Wearable Sound System for Dance and Music,ICMC,Rodrigo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
179,"Hope, Cat; Wyatt, Aaron; Vickery, Lindsay",Cat,female,USA,2015,3,The Decibel ScorePlayer: New Developments and Improved Functionality,ICMC,Aaron,male,Lindsay,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.0,0.95,,,,,,,,,,,,,,
180,"Cayko, Ethan",Ethan,male,USA,2015,1,Network Gyre - Exercising the Network's Rhythmic Potential,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,
181,"Timmermans, Hans",Hans,male,USA,2015,1,Sound Spatialisation from a Composer’s Perspective,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
182,"Werner, Kurt James",Kurt,male,USA,2015,1,The XQIFFT: Increasing the Accuracy of Quadratic Interpolation of Spectral Peaks via Exponential Magnitude Spectrum Weighting,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
183,"Kim, Seunghun; Wakefield, Graham; Nam, Juhan",Seunghun,male,USA,2015,3,Augmenting Room Acoustics and System Interaction for Intentional Control of Audio Feedback,ICMC,Graham,male,Juhan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
184,"Clift, Paul; Mamou-Mani, Adrien; Caussé, René",Paul,male,USA,2015,3,Extending Brass & Woodwind Instruments with Acoustic-Aggregate-Synthesis,ICMC,Adrien,male,René,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.98,0.99,,,,,,,,,,,,,,
185,"MacCallum, John; Goodheart, Matthew; Freed, Adrian",John,male,USA,2015,3,Antony: A Reimagining,ICMC,Matthew,male,Adrian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,0.97,,,,,,,,,,,,,,
186,"Gresham-Lancaster, Scot",Scot,male,USA,2015,1,"Notes on “Culture of Fire” for Analog Neural Network Synthesizer, Geiger Muller Counters and Computer",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
187,"Garrett, Richard",Richard,male,USA,2015,1,Audio Spray Gun 0.8 – the Generation of Large Sound-Groups and Their Use in Three-Dimensional Spatialisation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
188,"Buongiorno Nardelli, Marco",Marco,male,USA,2015,1,materialssoundmusic: a Computer-Aided Data-Driven Composition Environment for the Sonification and Dramatization of Scientific Data Streams,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
